,pid,hid,freq,activity,seq,start time,end time,duration,zone
2779,12052000_12052000_21826,12052000_12052000_21826,,home,1,1900-01-01 00:00:00,1900-01-01 07:22:09,7:22:09,
2780,12052000_12052000_21826,12052000_12052000_21826,,work,2,1900-01-01 07:22:09,1900-01-01 17:14:16,9:52:07,
2781,12052000_12052000_21826,12052000_12052000_21826,,home,3,1900-01-01 17:14:16,1900-01-02 00:00:00,6:45:44,
2782,12052000_12052000_21831,12052000_12052000_21831,,home,1,1900-01-01 00:00:00,1900-01-01 07:05:43,7:05:43,
2783,12052000_12052000_21831,12052000_12052000_21831,,work,2,1900-01-01 07:05:43,1900-01-01 15:55:46,8:50:03,
2784,12052000_12052000_21831,12052000_12052000_21831,,home,3,1900-01-01 15:55:46,1900-01-01 17:25:33,1:29:47,
2785,12052000_12052000_21831,12052000_12052000_21831,,work,4,1900-01-01 17:56:54,1900-01-01 19:18:16,1:21:22,
2786,12052000_12052000_21831,12052000_12052000_21831,,home,5,1900-01-01 19:18:16,1900-01-02 00:00:00,4:41:44,
2787,12052000_12052000_21843,12052000_12052000_21843,,home,1,1900-01-01 00:00:00,1900-01-01 07:27:28,7:27:28,
2788,12052000_12052000_21843,12052000_12052000_21843,,work,2,1900-01-01 07:27:28,1900-01-01 15:47:00,8:19:32,
2789,12052000_12052000_21843,12052000_12052000_21843,,home,3,1900-01-01 15:47:00,1900-01-02 00:00:00,8:13:00,
2790,12052000_12052000_21844,12052000_12052000_21844,,home,1,1900-01-01 00:00:00,1900-01-01 07:36:55,7:36:55,
2791,12052000_12052000_21844,12052000_12052000_21844,,work,2,1900-01-01 08:23:24,1900-01-01 16:34:51,8:11:27,
2792,12052000_12052000_21844,12052000_12052000_21844,,home,3,1900-01-01 17:21:20,1900-01-02 00:00:00,6:38:40,
2793,12052000_12052000_21856,12052000_12052000_21856,,home,1,1900-01-01 00:00:00,1900-01-01 06:22:33,6:22:33,
2794,12052000_12052000_21856,12052000_12052000_21856,,work,2,1900-01-01 06:22:33,1900-01-01 14:32:49,8:10:16,
2795,12052000_12052000_21856,12052000_12052000_21856,,home,3,1900-01-01 14:32:49,1900-01-02 00:00:00,9:27:11,
2796,12052000_12052000_21862,12052000_12052000_21862,,home,1,1900-01-01 00:00:00,1900-01-01 08:01:21,8:01:21,
2797,12052000_12052000_21862,12052000_12052000_21862,,work,2,1900-01-01 08:01:21,1900-01-01 16:07:53,8:06:32,
2798,12052000_12052000_21862,12052000_12052000_21862,,home,3,1900-01-01 16:45:14,1900-01-02 00:00:00,7:14:46,
2799,12052000_12052000_21876,12052000_12052000_21876,,home,1,1900-01-01 00:00:00,1900-01-01 07:11:26,7:11:26,
2800,12052000_12052000_21876,12052000_12052000_21876,,work,2,1900-01-01 07:11:26,1900-01-01 07:42:56,0:31:30,
2801,12052000_12052000_21876,12052000_12052000_21876,,work,3,1900-01-01 07:42:56,1900-01-01 15:25:44,7:42:48,
2802,12052000_12052000_21876,12052000_12052000_21876,,work,4,1900-01-01 15:25:44,1900-01-01 15:43:53,0:18:09,
2803,12052000_12052000_21876,12052000_12052000_21876,,home,5,1900-01-01 15:43:53,1900-01-02 00:00:00,8:16:07,
2804,12052000_12052000_21889,12052000_12052000_21889,,home,1,1900-01-01 00:00:00,1900-01-01 08:06:49,8:06:49,
2805,12052000_12052000_21889,12052000_12052000_21889,,work,2,1900-01-01 08:25:35,1900-01-01 08:34:44,0:09:09,
2806,12052000_12052000_21889,12052000_12052000_21889,,work,3,1900-01-01 08:34:44,1900-01-01 16:22:01,7:47:17,
2807,12052000_12052000_21889,12052000_12052000_21889,,work,4,1900-01-01 16:22:01,1900-01-01 16:46:59,0:24:58,
2808,12052000_12052000_21889,12052000_12052000_21889,,home,5,1900-01-01 17:05:45,1900-01-02 00:00:00,6:54:15,
2809,12052000_12052000_21894,12052000_12052000_21894,,home,1,1900-01-01 00:00:00,1900-01-01 06:55:24,6:55:24,
2810,12052000_12052000_21894,12052000_12052000_21894,,work,2,1900-01-01 06:55:24,1900-01-01 15:16:10,8:20:46,
2811,12052000_12052000_21894,12052000_12052000_21894,,home,3,1900-01-01 15:16:10,1900-01-02 00:00:00,8:43:50,
2812,12052000_12052000_2190,12052000_12052000_2190,,home,1,1900-01-01 00:00:00,1900-01-01 06:24:54,6:24:54,
2813,12052000_12052000_2190,12052000_12052000_2190,,work,2,1900-01-01 06:24:54,1900-01-01 14:55:36,8:30:42,
2814,12052000_12052000_2190,12052000_12052000_2190,,home,3,1900-01-01 14:55:36,1900-01-02 00:00:00,9:04:24,
2815,12052000_12052000_21909,12052000_12052000_21909,,home,1,1900-01-01 00:00:00,1900-01-01 06:37:03,6:37:03,
2816,12052000_12052000_21909,12052000_12052000_21909,,work,2,1900-01-01 06:37:03,1900-01-01 15:49:01,9:11:58,
2817,12052000_12052000_21909,12052000_12052000_21909,,home,3,1900-01-01 15:49:01,1900-01-02 00:00:00,8:10:59,
2818,12052000_12052000_21913,12052000_12052000_21913,,home,1,1900-01-01 00:00:00,1900-01-01 07:13:29,7:13:29,
2819,12052000_12052000_21913,12052000_12052000_21913,,work,2,1900-01-01 07:13:29,1900-01-01 07:39:42,0:26:13,
2820,12052000_12052000_21913,12052000_12052000_21913,,work,3,1900-01-01 07:39:42,1900-01-01 15:02:39,7:22:57,
2821,12052000_12052000_21913,12052000_12052000_21913,,work,4,1900-01-01 15:02:39,1900-01-01 15:30:49,0:28:10,
2822,12052000_12052000_21913,12052000_12052000_21913,,home,5,1900-01-01 15:30:49,1900-01-02 00:00:00,8:29:11,
2823,12052000_12052000_21926,12052000_12052000_21926,,home,1,1900-01-01 00:00:00,1900-01-01 08:00:01,8:00:01,
2824,12052000_12052000_21926,12052000_12052000_21926,,work,2,1900-01-01 08:00:01,1900-01-01 16:42:22,8:42:21,
2825,12052000_12052000_21926,12052000_12052000_21926,,home,3,1900-01-01 16:42:22,1900-01-02 00:00:00,7:17:38,
2826,12052000_12052000_21936,12052000_12052000_21936,,home,1,1900-01-01 00:00:00,1900-01-01 07:54:10,7:54:10,
2827,12052000_12052000_21936,12052000_12052000_21936,,work,2,1900-01-01 07:54:10,1900-01-01 16:39:57,8:45:47,
2828,12052000_12052000_21936,12052000_12052000_21936,,home,3,1900-01-01 16:39:57,1900-01-02 00:00:00,7:20:03,
2829,12052000_12052000_21937,12052000_12052000_21937,,home,1,1900-01-01 00:00:00,1900-01-01 06:28:23,6:28:23,
2830,12052000_12052000_21937,12052000_12052000_21937,,work,2,1900-01-01 06:28:23,1900-01-01 15:01:09,8:32:46,
2831,12052000_12052000_21937,12052000_12052000_21937,,home,3,1900-01-01 15:01:09,1900-01-02 00:00:00,8:58:51,
2832,12052000_12052000_21942,12052000_12052000_21942,,home,1,1900-01-01 00:00:00,1900-01-01 08:15:08,8:15:08,
2833,12052000_12052000_21942,12052000_12052000_21942,,work,2,1900-01-01 08:15:08,1900-01-01 08:41:13,0:26:05,
2834,12052000_12052000_21942,12052000_12052000_21942,,work,3,1900-01-01 08:41:13,1900-01-01 16:05:13,7:24:00,
2835,12052000_12052000_21942,12052000_12052000_21942,,work,4,1900-01-01 16:05:13,1900-01-01 16:31:36,0:26:23,
2836,12052000_12052000_21942,12052000_12052000_21942,,home,5,1900-01-01 16:31:36,1900-01-02 00:00:00,7:28:24,
2837,12052000_12052000_21954,12052000_12052000_21954,,home,1,1900-01-01 00:00:00,1900-01-01 06:39:54,6:39:54,
2838,12052000_12052000_21954,12052000_12052000_21954,,work,2,1900-01-01 07:02:00,1900-01-01 15:38:38,8:36:38,
2839,12052000_12052000_21954,12052000_12052000_21954,,home,3,1900-01-01 16:00:44,1900-01-02 00:00:00,7:59:16,
2840,12052000_12052000_21964,12052000_12052000_21964,,home,1,1900-01-01 00:00:00,1900-01-01 07:17:57,7:17:57,
2841,12052000_12052000_21964,12052000_12052000_21964,,work,2,1900-01-01 07:17:57,1900-01-01 15:08:13,7:50:16,
2842,12052000_12052000_21964,12052000_12052000_21964,,home,3,1900-01-01 15:08:13,1900-01-02 00:00:00,8:51:47,
2843,12052000_12052000_21974,12052000_12052000_21974,,home,1,1900-01-01 00:00:00,1900-01-01 07:31:04,7:31:04,
2844,12052000_12052000_21974,12052000_12052000_21974,,work,2,1900-01-01 07:31:04,1900-01-01 17:28:15,9:57:11,
2845,12052000_12052000_21974,12052000_12052000_21974,,home,3,1900-01-01 17:28:15,1900-01-02 00:00:00,6:31:45,
2846,12052000_12052000_2198,12052000_12052000_2198,,home,1,1900-01-01 00:00:00,1900-01-01 07:54:13,7:54:13,
2847,12052000_12052000_2198,12052000_12052000_2198,,work,2,1900-01-01 07:54:13,1900-01-01 16:13:37,8:19:24,
2848,12052000_12052000_2198,12052000_12052000_2198,,home,3,1900-01-01 16:13:37,1900-01-02 00:00:00,7:46:23,
2849,12052000_12052000_21989,12052000_12052000_21989,,home,1,1900-01-01 00:00:00,1900-01-01 07:34:58,7:34:58,
2850,12052000_12052000_21989,12052000_12052000_21989,,work,2,1900-01-01 07:34:58,1900-01-01 15:23:16,7:48:18,
2851,12052000_12052000_21989,12052000_12052000_21989,,home,3,1900-01-01 15:23:16,1900-01-02 00:00:00,8:36:44,
2852,12052000_12052000_22025,12052000_12052000_22025,,home,1,1900-01-01 00:00:00,1900-01-01 07:34:43,7:34:43,
2853,12052000_12052000_22025,12052000_12052000_22025,,work,2,1900-01-01 07:34:43,1900-01-01 15:36:06,8:01:23,
2854,12052000_12052000_22025,12052000_12052000_22025,,home,3,1900-01-01 15:36:06,1900-01-01 16:54:34,1:18:28,
2855,12052000_12052000_22025,12052000_12052000_22025,,work,4,1900-01-01 17:29:12,1900-01-01 18:08:33,0:39:21,
2856,12052000_12052000_22025,12052000_12052000_22025,,home,5,1900-01-01 18:43:11,1900-01-02 00:00:00,5:16:49,
2857,12052000_12052000_22055,12052000_12052000_22055,,home,1,1900-01-01 00:00:00,1900-01-01 07:06:59,7:06:59,
2858,12052000_12052000_22055,12052000_12052000_22055,,work,2,1900-01-01 07:06:59,1900-01-01 17:17:19,10:10:20,
2859,12052000_12052000_22055,12052000_12052000_22055,,home,3,1900-01-01 17:17:19,1900-01-02 00:00:00,6:42:41,
2860,12052000_12052000_22068,12052000_12052000_22068,,home,1,1900-01-01 00:00:00,1900-01-01 08:07:31,8:07:31,
2861,12052000_12052000_22068,12052000_12052000_22068,,work,2,1900-01-01 08:28:29,1900-01-01 16:29:17,8:00:48,
2862,12052000_12052000_22068,12052000_12052000_22068,,home,3,1900-01-01 16:50:15,1900-01-02 00:00:00,7:09:45,
2863,12052000_12052000_22074,12052000_12052000_22074,,home,1,1900-01-01 00:00:00,1900-01-01 07:17:43,7:17:43,
2864,12052000_12052000_22074,12052000_12052000_22074,,work,2,1900-01-01 07:17:43,1900-01-01 16:31:12,9:13:29,
2865,12052000_12052000_22074,12052000_12052000_22074,,home,3,1900-01-01 16:31:12,1900-01-02 00:00:00,7:28:48,
2866,12052000_12052000_221,12052000_12052000_221,,home,1,1900-01-01 00:00:00,1900-01-01 06:57:14,6:57:14,
2867,12052000_12052000_221,12052000_12052000_221,,work,2,1900-01-01 06:57:14,1900-01-01 15:24:33,8:27:19,
2868,12052000_12052000_221,12052000_12052000_221,,home,3,1900-01-01 15:24:33,1900-01-02 00:00:00,8:35:27,
2869,12052000_12052000_22106,12052000_12052000_22106,,home,1,1900-01-01 00:00:00,1900-01-01 07:19:15,7:19:15,
2870,12052000_12052000_22106,12052000_12052000_22106,,work,2,1900-01-01 07:51:58,1900-01-01 16:31:22,8:39:24,
2871,12052000_12052000_22106,12052000_12052000_22106,,home,3,1900-01-01 17:04:05,1900-01-02 00:00:00,6:55:55,
2872,12052000_12052000_22126,12052000_12052000_22126,,home,1,1900-01-01 00:00:00,1900-01-01 06:40:12,6:40:12,
2873,12052000_12052000_22126,12052000_12052000_22126,,work,2,1900-01-01 06:40:12,1900-01-01 14:30:55,7:50:43,
2874,12052000_12052000_22126,12052000_12052000_22126,,home,3,1900-01-01 14:30:55,1900-01-02 00:00:00,9:29:05,
2875,12052000_12052000_22130,12052000_12052000_22130,,home,1,1900-01-01 00:00:00,1900-01-01 05:58:30,5:58:30,
2876,12052000_12052000_22130,12052000_12052000_22130,,work,2,1900-01-01 05:58:30,1900-01-01 15:36:55,9:38:25,
2877,12052000_12052000_22130,12052000_12052000_22130,,home,3,1900-01-01 15:36:55,1900-01-01 15:55:43,0:18:48,
2878,12052000_12052000_22130,12052000_12052000_22130,,work,4,1900-01-01 15:55:43,1900-01-01 17:35:39,1:39:56,
2879,12052000_12052000_22130,12052000_12052000_22130,,home,5,1900-01-01 17:35:39,1900-01-02 00:00:00,6:24:21,
2880,12052000_12052000_22147,12052000_12052000_22147,,home,1,1900-01-01 00:00:00,1900-01-01 08:19:05,8:19:05,
2881,12052000_12052000_22147,12052000_12052000_22147,,work,2,1900-01-01 08:22:07,1900-01-01 08:38:22,0:16:15,
2882,12052000_12052000_22147,12052000_12052000_22147,,work,3,1900-01-01 08:38:22,1900-01-01 15:56:07,7:17:45,
2883,12052000_12052000_22147,12052000_12052000_22147,,work,4,1900-01-01 15:56:07,1900-01-01 15:34:39,"-1 day, 23:38:32",
2884,12052000_12052000_22147,12052000_12052000_22147,,home,5,1900-01-01 15:37:41,1900-01-02 00:00:00,8:22:19,
2885,12052000_12052000_22161,12052000_12052000_22161,,home,1,1900-01-01 00:00:00,1900-01-01 06:59:39,6:59:39,
2886,12052000_12052000_22161,12052000_12052000_22161,,work,2,1900-01-01 06:59:39,1900-01-01 15:51:14,8:51:35,
2887,12052000_12052000_22161,12052000_12052000_22161,,home,3,1900-01-01 15:51:14,1900-01-02 00:00:00,8:08:46,
2888,12052000_12052000_22169,12052000_12052000_22169,,home,1,1900-01-01 00:00:00,1900-01-01 06:11:16,6:11:16,
2889,12052000_12052000_22169,12052000_12052000_22169,,work,2,1900-01-01 06:11:16,1900-01-01 15:57:39,9:46:23,
2890,12052000_12052000_22169,12052000_12052000_22169,,home,3,1900-01-01 15:57:39,1900-01-02 00:00:00,8:02:21,
2891,12052000_12052000_22176,12052000_12052000_22176,,home,1,1900-01-01 00:00:00,1900-01-01 07:15:08,7:15:08,
2892,12052000_12052000_22176,12052000_12052000_22176,,work,2,1900-01-01 07:21:10,1900-01-01 15:41:30,8:20:20,
2893,12052000_12052000_22176,12052000_12052000_22176,,home,3,1900-01-01 15:47:32,1900-01-02 00:00:00,8:12:28,
2894,12052000_12052000_22184,12052000_12052000_22184,,home,1,1900-01-01 00:00:00,1900-01-01 06:59:08,6:59:08,
2895,12052000_12052000_22184,12052000_12052000_22184,,work,2,1900-01-01 07:48:48,1900-01-01 16:32:24,8:43:36,
2896,12052000_12052000_22184,12052000_12052000_22184,,home,3,1900-01-01 17:22:04,1900-01-02 00:00:00,6:37:56,
2897,12052000_12052000_22192,12052000_12052000_22192,,home,1,1900-01-01 00:00:00,1900-01-01 07:58:48,7:58:48,
2898,12052000_12052000_22192,12052000_12052000_22192,,work,2,1900-01-01 08:46:45,1900-01-01 16:29:13,7:42:28,
2899,12052000_12052000_22192,12052000_12052000_22192,,home,3,1900-01-01 17:17:10,1900-01-02 00:00:00,6:42:50,
2900,12052000_12052000_22243,12052000_12052000_22243,,home,1,1900-01-01 00:00:00,1900-01-01 08:01:00,8:01:00,
2901,12052000_12052000_22243,12052000_12052000_22243,,work,2,1900-01-01 08:01:00,1900-01-01 16:42:31,8:41:31,
2902,12052000_12052000_22243,12052000_12052000_22243,,home,3,1900-01-01 16:42:31,1900-01-02 00:00:00,7:17:29,
2903,12052000_12052000_2225,12052000_12052000_2225,,home,1,1900-01-01 00:00:00,1900-01-01 06:19:28,6:19:28,
2904,12052000_12052000_2225,12052000_12052000_2225,,work,2,1900-01-01 06:19:28,1900-01-01 15:04:25,8:44:57,
2905,12052000_12052000_2225,12052000_12052000_2225,,home,3,1900-01-01 15:04:25,1900-01-02 00:00:00,8:55:35,
2906,12052000_12052000_22255,12052000_12052000_22255,,home,1,1900-01-01 00:00:00,1900-01-01 07:39:48,7:39:48,
2907,12052000_12052000_22255,12052000_12052000_22255,,work,2,1900-01-01 07:39:48,1900-01-01 16:16:21,8:36:33,
2908,12052000_12052000_22255,12052000_12052000_22255,,home,3,1900-01-01 16:16:21,1900-01-02 00:00:00,7:43:39,
2909,12052000_12052000_22264,12052000_12052000_22264,,home,1,1900-01-01 00:00:00,1900-01-01 06:56:36,6:56:36,
2910,12052000_12052000_22264,12052000_12052000_22264,,work,2,1900-01-01 06:56:36,1900-01-01 15:45:27,8:48:51,
2911,12052000_12052000_22264,12052000_12052000_22264,,home,3,1900-01-01 15:45:27,1900-01-02 00:00:00,8:14:33,
2912,12052000_12052000_22272,12052000_12052000_22272,,home,1,1900-01-01 00:00:00,1900-01-01 06:57:29,6:57:29,
2913,12052000_12052000_22272,12052000_12052000_22272,,work,2,1900-01-01 06:57:29,1900-01-01 16:15:40,9:18:11,
2914,12052000_12052000_22272,12052000_12052000_22272,,home,3,1900-01-01 16:15:40,1900-01-02 00:00:00,7:44:20,
2915,12052000_12052000_22289,12052000_12052000_22289,,home,1,1900-01-01 00:00:00,1900-01-01 08:20:46,8:20:46,
2916,12052000_12052000_22289,12052000_12052000_22289,,work,2,1900-01-01 08:20:46,1900-01-01 16:06:26,7:45:40,
2917,12052000_12052000_22289,12052000_12052000_22289,,home,3,1900-01-01 16:06:26,1900-01-01 17:58:37,1:52:11,
2918,12052000_12052000_22289,12052000_12052000_22289,,work,4,1900-01-01 17:58:37,1900-01-01 19:11:13,1:12:36,
2919,12052000_12052000_22289,12052000_12052000_22289,,home,5,1900-01-01 19:11:13,1900-01-02 00:00:00,4:48:47,
2920,12052000_12052000_22293,12052000_12052000_22293,,home,1,1900-01-01 00:00:00,1900-01-01 08:00:09,8:00:09,
2921,12052000_12052000_22293,12052000_12052000_22293,,work,2,1900-01-01 08:00:09,1900-01-01 15:36:42,7:36:33,
2922,12052000_12052000_22293,12052000_12052000_22293,,home,3,1900-01-01 15:36:42,1900-01-02 00:00:00,8:23:18,
2923,12052000_12052000_22298,12052000_12052000_22298,,home,1,1900-01-01 00:00:00,1900-01-01 06:24:18,6:24:18,
2924,12052000_12052000_22298,12052000_12052000_22298,,work,2,1900-01-01 06:24:18,1900-01-01 15:12:30,8:48:12,
2925,12052000_12052000_22298,12052000_12052000_22298,,home,3,1900-01-01 15:12:30,1900-01-02 00:00:00,8:47:30,
2926,12052000_12052000_22307,12052000_12052000_22307,,home,1,1900-01-01 00:00:00,1900-01-01 07:14:57,7:14:57,
2927,12052000_12052000_22307,12052000_12052000_22307,,work,2,1900-01-01 07:14:57,1900-01-01 15:33:18,8:18:21,
2928,12052000_12052000_22307,12052000_12052000_22307,,home,3,1900-01-01 15:33:18,1900-01-02 00:00:00,8:26:42,
2929,12052000_12052000_22334,12052000_12052000_22334,,home,1,1900-01-01 00:00:00,1900-01-01 08:27:31,8:27:31,
2930,12052000_12052000_22334,12052000_12052000_22334,,work,2,1900-01-01 08:27:31,1900-01-01 16:46:44,8:19:13,
2931,12052000_12052000_22334,12052000_12052000_22334,,home,3,1900-01-01 16:46:44,1900-01-01 17:54:45,1:08:01,
2932,12052000_12052000_22334,12052000_12052000_22334,,work,4,1900-01-01 17:54:45,1900-01-01 19:10:36,1:15:51,
2933,12052000_12052000_22334,12052000_12052000_22334,,home,5,1900-01-01 19:10:36,1900-01-02 00:00:00,4:49:24,
2934,12052000_12052000_22370,12052000_12052000_22370,,home,1,1900-01-01 00:00:00,1900-01-01 06:36:40,6:36:40,
2935,12052000_12052000_22370,12052000_12052000_22370,,work,2,1900-01-01 06:36:40,1900-01-01 14:34:31,7:57:51,
2936,12052000_12052000_22370,12052000_12052000_22370,,home,3,1900-01-01 14:34:31,1900-01-02 00:00:00,9:25:29,
2937,12052000_12052000_22377,12052000_12052000_22377,,home,1,1900-01-01 00:00:00,1900-01-01 06:54:55,6:54:55,
2938,12052000_12052000_22377,12052000_12052000_22377,,work,2,1900-01-01 06:54:55,1900-01-01 15:57:41,9:02:46,
2939,12052000_12052000_22377,12052000_12052000_22377,,home,3,1900-01-01 15:57:41,1900-01-02 00:00:00,8:02:19,
2940,12052000_12052000_22428,12052000_12052000_22428,,home,1,1900-01-01 00:00:00,1900-01-01 08:19:04,8:19:04,
2941,12052000_12052000_22428,12052000_12052000_22428,,work,2,1900-01-01 08:19:04,1900-01-01 08:47:25,0:28:21,
2942,12052000_12052000_22428,12052000_12052000_22428,,work,3,1900-01-01 08:47:25,1900-01-01 16:14:11,7:26:46,
2943,12052000_12052000_22428,12052000_12052000_22428,,work,4,1900-01-01 16:14:11,1900-01-01 16:40:28,0:26:17,
2944,12052000_12052000_22428,12052000_12052000_22428,,home,5,1900-01-01 17:16:14,1900-01-02 00:00:00,6:43:46,
2945,12052000_12052000_22430,12052000_12052000_22430,,home,1,1900-01-01 00:00:00,1900-01-01 07:21:07,7:21:07,
2946,12052000_12052000_22430,12052000_12052000_22430,,work,2,1900-01-01 07:21:07,1900-01-01 08:03:23,0:42:16,
2947,12052000_12052000_22430,12052000_12052000_22430,,work,3,1900-01-01 08:03:23,1900-01-01 15:56:19,7:52:56,
2948,12052000_12052000_22430,12052000_12052000_22430,,work,4,1900-01-01 15:56:19,1900-01-01 15:55:46,"-1 day, 23:59:27",
2949,12052000_12052000_22430,12052000_12052000_22430,,home,5,1900-01-01 15:55:46,1900-01-02 00:00:00,8:04:14,
2950,12052000_12052000_22447,12052000_12052000_22447,,home,1,1900-01-01 00:00:00,1900-01-01 07:27:39,7:27:39,
2951,12052000_12052000_22447,12052000_12052000_22447,,work,2,1900-01-01 07:27:39,1900-01-01 17:18:13,9:50:34,
2952,12052000_12052000_22447,12052000_12052000_22447,,home,3,1900-01-01 17:18:13,1900-01-02 00:00:00,6:41:47,
2953,12052000_12052000_22467,12052000_12052000_22467,,home,1,1900-01-01 00:00:00,1900-01-01 07:15:05,7:15:05,
2954,12052000_12052000_22467,12052000_12052000_22467,,work,2,1900-01-01 07:15:05,1900-01-01 15:29:53,8:14:48,
2955,12052000_12052000_22467,12052000_12052000_22467,,home,3,1900-01-01 15:29:53,1900-01-02 00:00:00,8:30:07,
2956,12052000_12052000_22482,12052000_12052000_22482,,home,1,1900-01-01 00:00:00,1900-01-01 06:48:00,6:48:00,
2957,12052000_12052000_22482,12052000_12052000_22482,,work,2,1900-01-01 06:48:00,1900-01-01 14:39:59,7:51:59,
2958,12052000_12052000_22482,12052000_12052000_22482,,home,3,1900-01-01 14:39:59,1900-01-01 15:49:14,1:09:15,
2959,12052000_12052000_22482,12052000_12052000_22482,,work,4,1900-01-01 15:49:14,1900-01-01 17:35:35,1:46:21,
2960,12052000_12052000_22482,12052000_12052000_22482,,home,5,1900-01-01 17:35:35,1900-01-02 00:00:00,6:24:25,
2961,12052000_12052000_22491,12052000_12052000_22491,,home,1,1900-01-01 00:00:00,1900-01-01 07:45:03,7:45:03,
2962,12052000_12052000_22491,12052000_12052000_22491,,work,2,1900-01-01 07:45:03,1900-01-01 16:28:47,8:43:44,
2963,12052000_12052000_22491,12052000_12052000_22491,,home,3,1900-01-01 16:28:47,1900-01-02 00:00:00,7:31:13,
2964,12052000_12052000_22495,12052000_12052000_22495,,home,1,1900-01-01 00:00:00,1900-01-01 07:38:06,7:38:06,
2965,12052000_12052000_22495,12052000_12052000_22495,,work,2,1900-01-01 07:38:06,1900-01-01 16:58:03,9:19:57,
2966,12052000_12052000_22495,12052000_12052000_22495,,home,3,1900-01-01 16:58:03,1900-01-02 00:00:00,7:01:57,
2967,12052000_12052000_22498,12052000_12052000_22498,,home,1,1900-01-01 00:00:00,1900-01-01 07:54:47,7:54:47,
2968,12052000_12052000_22498,12052000_12052000_22498,,work,2,1900-01-01 07:54:47,1900-01-01 15:55:20,8:00:33,
2969,12052000_12052000_22498,12052000_12052000_22498,,home,3,1900-01-01 15:55:20,1900-01-02 00:00:00,8:04:40,
2970,12052000_12052000_225,12052000_12052000_225,,home,1,1900-01-01 00:00:00,1900-01-01 06:49:46,6:49:46,
2971,12052000_12052000_225,12052000_12052000_225,,work,2,1900-01-01 06:49:46,1900-01-01 14:54:11,8:04:25,
2972,12052000_12052000_225,12052000_12052000_225,,home,3,1900-01-01 14:54:11,1900-01-02 00:00:00,9:05:49,
2973,12052000_12052000_22514,12052000_12052000_22514,,home,1,1900-01-01 00:00:00,1900-01-01 07:46:03,7:46:03,
2974,12052000_12052000_22514,12052000_12052000_22514,,work,2,1900-01-01 07:46:03,1900-01-01 15:43:13,7:57:10,
2975,12052000_12052000_22514,12052000_12052000_22514,,home,3,1900-01-01 15:43:13,1900-01-02 00:00:00,8:16:47,
2976,12052000_12052000_22541,12052000_12052000_22541,,home,1,1900-01-01 00:00:00,1900-01-01 07:13:33,7:13:33,
2977,12052000_12052000_22541,12052000_12052000_22541,,work,2,1900-01-01 07:13:33,1900-01-01 16:11:55,8:58:22,
2978,12052000_12052000_22541,12052000_12052000_22541,,home,3,1900-01-01 16:11:55,1900-01-02 00:00:00,7:48:05,
2979,12052000_12052000_22542,12052000_12052000_22542,,home,1,1900-01-01 00:00:00,1900-01-01 06:47:02,6:47:02,
2980,12052000_12052000_22542,12052000_12052000_22542,,work,2,1900-01-01 06:47:02,1900-01-01 16:30:06,9:43:04,
2981,12052000_12052000_22542,12052000_12052000_22542,,home,3,1900-01-01 16:30:06,1900-01-02 00:00:00,7:29:54,
2982,12052000_12052000_22545,12052000_12052000_22545,,home,1,1900-01-01 00:00:00,1900-01-01 07:05:09,7:05:09,
2983,12052000_12052000_22545,12052000_12052000_22545,,work,2,1900-01-01 07:41:09,1900-01-01 16:20:37,8:39:28,
2984,12052000_12052000_22545,12052000_12052000_22545,,home,3,1900-01-01 16:56:37,1900-01-02 00:00:00,7:03:23,
2985,12052000_12052000_22550,12052000_12052000_22550,,home,1,1900-01-01 00:00:00,1900-01-01 08:31:33,8:31:33,
2986,12052000_12052000_22550,12052000_12052000_22550,,work,2,1900-01-01 08:31:33,1900-01-01 17:08:40,8:37:07,
2987,12052000_12052000_22550,12052000_12052000_22550,,home,3,1900-01-01 17:08:40,1900-01-02 00:00:00,6:51:20,
2988,12052000_12052000_22560,12052000_12052000_22560,,home,1,1900-01-01 00:00:00,1900-01-01 06:25:30,6:25:30,
2989,12052000_12052000_22560,12052000_12052000_22560,,work,2,1900-01-01 06:25:30,1900-01-01 15:15:55,8:50:25,
2990,12052000_12052000_22560,12052000_12052000_22560,,home,3,1900-01-01 15:15:55,1900-01-02 00:00:00,8:44:05,
2991,12052000_12052000_22564,12052000_12052000_22564,,home,1,1900-01-01 00:00:00,1900-01-01 06:39:14,6:39:14,
2992,12052000_12052000_22564,12052000_12052000_22564,,work,2,1900-01-01 06:39:14,1900-01-01 14:25:32,7:46:18,
2993,12052000_12052000_22564,12052000_12052000_22564,,home,3,1900-01-01 14:25:32,1900-01-02 00:00:00,9:34:28,
2994,12052000_12052000_22578,12052000_12052000_22578,,home,1,1900-01-01 00:00:00,1900-01-01 06:41:00,6:41:00,
2995,12052000_12052000_22578,12052000_12052000_22578,,work,2,1900-01-01 06:41:00,1900-01-01 15:34:40,8:53:40,
2996,12052000_12052000_22578,12052000_12052000_22578,,home,3,1900-01-01 15:34:40,1900-01-02 00:00:00,8:25:20,
2997,12052000_12052000_22594,12052000_12052000_22594,,home,1,1900-01-01 00:00:00,1900-01-01 08:03:55,8:03:55,
2998,12052000_12052000_22594,12052000_12052000_22594,,work,2,1900-01-01 08:03:55,1900-01-01 16:58:38,8:54:43,
2999,12052000_12052000_22594,12052000_12052000_22594,,home,3,1900-01-01 16:58:38,1900-01-02 00:00:00,7:01:22,
