pid,hid,freq,hzone
12052000_12052000_25449,12052000_12052000_25449,100,
12052000_12052000_25461,12052000_12052000_25461,100,
12052000_12052000_25463,12052000_12052000_25463,100,
12052000_12052000_25484,12052000_12052000_25484,100,
12052000_12052000_25534,12052000_12052000_25534,100,
12052000_12052000_25542,12052000_12052000_25542,100,
12052000_12052000_25562,12052000_12052000_25562,100,
12052000_12052000_25566,12052000_12052000_25566,100,
12052000_12052000_25579,12052000_12052000_25579,100,
12052000_12052000_25588,12052000_12052000_25588,100,
12052000_12052000_25603,12052000_12052000_25603,100,
12052000_12052000_25636,12052000_12052000_25636,100,
12052000_12052000_25637,12052000_12052000_25637,100,
12052000_12052000_25655,12052000_12052000_25655,100,
12052000_12052000_25658,12052000_12052000_25658,100,
12052000_12052000_25662,12052000_12052000_25662,100,
12052000_12052000_25667,12052000_12052000_25667,100,
12052000_12052000_25675,12052000_12052000_25675,100,
12052000_12052000_2568,12052000_12052000_2568,100,
12052000_12052000_25701,12052000_12052000_25701,100,
12052000_12052000_25702,12052000_12052000_25702,100,
12052000_12052000_25708,12052000_12052000_25708,100,
12052000_12052000_2571,12052000_12052000_2571,100,
12052000_12052000_25711,12052000_12052000_25711,100,
12052000_12052000_25722,12052000_12052000_25722,100,
12052000_12052000_25726,12052000_12052000_25726,100,
12052000_12052000_25733,12052000_12052000_25733,100,
12052000_12052000_25739,12052000_12052000_25739,100,
12052000_12052000_25743,12052000_12052000_25743,100,
12052000_12052000_25744,12052000_12052000_25744,100,
12052000_12052000_25749,12052000_12052000_25749,100,
12052000_12052000_25755,12052000_12052000_25755,100,
12052000_12052000_25763,12052000_12052000_25763,100,
12052000_12052000_25782,12052000_12052000_25782,100,
12052000_12052000_25848,12052000_12052000_25848,100,
12052000_12052000_25854,12052000_12052000_25854,100,
12052000_12052000_25871,12052000_12052000_25871,100,
12052000_12052000_25872,12052000_12052000_25872,100,
12052000_12052000_25897,12052000_12052000_25897,100,
12052000_12052000_25912,12052000_12052000_25912,100,
12052000_12052000_25916,12052000_12052000_25916,100,
12052000_12052000_25930,12052000_12052000_25930,100,
12052000_12052000_25933,12052000_12052000_25933,100,
12052000_12052000_25955,12052000_12052000_25955,100,
12052000_12052000_25961,12052000_12052000_25961,100,
12052000_12052000_25964,12052000_12052000_25964,100,
12052000_12052000_25967,12052000_12052000_25967,100,
12052000_12052000_25979,12052000_12052000_25979,100,
12052000_12052000_25994,12052000_12052000_25994,100,
12052000_12052000_25997,12052000_12052000_25997,100,
12052000_12052000_26012,12052000_12052000_26012,100,
12052000_12052000_26018,12052000_12052000_26018,100,
12052000_12052000_26029,12052000_12052000_26029,100,
12052000_12052000_26031,12052000_12052000_26031,100,
12052000_12052000_26048,12052000_12052000_26048,100,
12052000_12052000_26051,12052000_12052000_26051,100,
12052000_12052000_26063,12052000_12052000_26063,100,
12052000_12052000_26073,12052000_12052000_26073,100,
12052000_12052000_26081,12052000_12052000_26081,100,
12052000_12052000_26083,12052000_12052000_26083,100,
12052000_12052000_26085,12052000_12052000_26085,100,
12052000_12052000_26096,12052000_12052000_26096,100,
12052000_12052000_26118,12052000_12052000_26118,100,
12052000_12052000_2612,12052000_12052000_2612,100,
12052000_12052000_26136,12052000_12052000_26136,100,
12052000_12052000_26149,12052000_12052000_26149,100,
12052000_12052000_26150,12052000_12052000_26150,100,
12052000_12052000_26162,12052000_12052000_26162,100,
12052000_12052000_26216,12052000_12052000_26216,100,
12052000_12052000_26217,12052000_12052000_26217,100,
12052000_12052000_26219,12052000_12052000_26219,100,
12052000_12052000_26221,12052000_12052000_26221,100,
12052000_12052000_26223,12052000_12052000_26223,100,
12052000_12052000_26227,12052000_12052000_26227,100,
12052000_12052000_26234,12052000_12052000_26234,100,
12052000_12052000_26240,12052000_12052000_26240,100,
12052000_12052000_26243,12052000_12052000_26243,100,
12052000_12052000_26255,12052000_12052000_26255,100,
12052000_12052000_26271,12052000_12052000_26271,100,
12052000_12052000_26277,12052000_12052000_26277,100,
12052000_12052000_26289,12052000_12052000_26289,100,
12052000_12052000_26298,12052000_12052000_26298,100,
12052000_12052000_26303,12052000_12052000_26303,100,
12052000_12052000_26306,12052000_12052000_26306,100,
12052000_12052000_2631,12052000_12052000_2631,100,
12052000_12052000_26325,12052000_12052000_26325,100,
12052000_12052000_26327,12052000_12052000_26327,100,
12052000_12052000_26328,12052000_12052000_26328,100,
12052000_12052000_26331,12052000_12052000_26331,100,
12052000_12052000_26350,12052000_12052000_26350,100,
12052000_12052000_26374,12052000_12052000_26374,100,
12052000_12052000_26396,12052000_12052000_26396,100,
12052000_12052000_26423,12052000_12052000_26423,100,
12052000_12052000_26427,12052000_12052000_26427,100,
12052000_12052000_26432,12052000_12052000_26432,100,
12052000_12052000_26435,12052000_12052000_26435,100,
12052000_12052000_26455,12052000_12052000_26455,100,
12052000_12052000_26459,12052000_12052000_26459,100,
12052000_12052000_26463,12052000_12052000_26463,100,
12052000_12052000_26469,12052000_12052000_26469,100,
12052000_12052000_26470,12052000_12052000_26470,100,
12052000_12052000_26471,12052000_12052000_26471,100,
12052000_12052000_26485,12052000_12052000_26485,100,
12052000_12052000_26507,12052000_12052000_26507,100,
12052000_12052000_26509,12052000_12052000_26509,100,
12052000_12052000_26511,12052000_12052000_26511,100,
12052000_12052000_26518,12052000_12052000_26518,100,
12052000_12052000_26535,12052000_12052000_26535,100,
12052000_12052000_26550,12052000_12052000_26550,100,
12052000_12052000_2657,12052000_12052000_2657,100,
12052000_12052000_26582,12052000_12052000_26582,100,
12052000_12052000_26588,12052000_12052000_26588,100,
12052000_12052000_2659,12052000_12052000_2659,100,
12052000_12052000_26613,12052000_12052000_26613,100,
12052000_12052000_26628,12052000_12052000_26628,100,
12052000_12052000_2664,12052000_12052000_2664,100,
12052000_12052000_26643,12052000_12052000_26643,100,
12052000_12052000_26656,12052000_12052000_26656,100,
12052000_12052000_26657,12052000_12052000_26657,100,
12052000_12052000_26688,12052000_12052000_26688,100,
12052000_12052000_26711,12052000_12052000_26711,100,
12052000_12052000_26722,12052000_12052000_26722,100,
12052000_12052000_26739,12052000_12052000_26739,100,
12052000_12052000_26747,12052000_12052000_26747,100,
12052000_12052000_26804,12052000_12052000_26804,100,
12052000_12052000_26811,12052000_12052000_26811,100,
12052000_12052000_26816,12052000_12052000_26816,100,
12052000_12052000_26817,12052000_12052000_26817,100,
12052000_12052000_26832,12052000_12052000_26832,100,
12052000_12052000_26898,12052000_12052000_26898,100,
12052000_12052000_2690,12052000_12052000_2690,100,
12052000_12052000_26905,12052000_12052000_26905,100,
12052000_12052000_2691,12052000_12052000_2691,100,
12052000_12052000_26911,12052000_12052000_26911,100,
12052000_12052000_26914,12052000_12052000_26914,100,
12052000_12052000_26916,12052000_12052000_26916,100,
12052000_12052000_26921,12052000_12052000_26921,100,
12052000_12052000_26924,12052000_12052000_26924,100,
12052000_12052000_26931,12052000_12052000_26931,100,
12052000_12052000_26933,12052000_12052000_26933,100,
12052000_12052000_26943,12052000_12052000_26943,100,
12052000_12052000_26954,12052000_12052000_26954,100,
12052000_12052000_26962,12052000_12052000_26962,100,
12052000_12052000_26983,12052000_12052000_26983,100,
12052000_12052000_26984,12052000_12052000_26984,100,
12052000_12052000_26998,12052000_12052000_26998,100,
12052000_12052000_27005,12052000_12052000_27005,100,
12052000_12052000_27036,12052000_12052000_27036,100,
12052000_12052000_27038,12052000_12052000_27038,100,
12052000_12052000_27046,12052000_12052000_27046,100,
12052000_12052000_27066,12052000_12052000_27066,100,
12052000_12052000_27071,12052000_12052000_27071,100,
12052000_12052000_27073,12052000_12052000_27073,100,
12052000_12052000_27082,12052000_12052000_27082,100,
12052000_12052000_27085,12052000_12052000_27085,100,
12052000_12052000_27095,12052000_12052000_27095,100,
12052000_12052000_27116,12052000_12052000_27116,100,
12052000_12052000_27117,12052000_12052000_27117,100,
12052000_12052000_27132,12052000_12052000_27132,100,
12052000_12052000_27137,12052000_12052000_27137,100,
12052000_12052000_27140,12052000_12052000_27140,100,
12052000_12052000_27148,12052000_12052000_27148,100,
12052000_12052000_27159,12052000_12052000_27159,100,
12052000_12052000_27166,12052000_12052000_27166,100,
12052000_12052000_27187,12052000_12052000_27187,100,
12052000_12052000_27224,12052000_12052000_27224,100,
12052000_12052000_27229,12052000_12052000_27229,100,
12052000_12052000_27255,12052000_12052000_27255,100,
12052000_12052000_27259,12052000_12052000_27259,100,
12052000_12052000_2728,12052000_12052000_2728,100,
12052000_12052000_27285,12052000_12052000_27285,100,
12052000_12052000_27289,12052000_12052000_27289,100,
12052000_12052000_27303,12052000_12052000_27303,100,
12052000_12052000_27310,12052000_12052000_27310,100,
12052000_12052000_27318,12052000_12052000_27318,100,
12052000_12052000_27324,12052000_12052000_27324,100,
12052000_12052000_27335,12052000_12052000_27335,100,
12052000_12052000_27340,12052000_12052000_27340,100,
12052000_12052000_27361,12052000_12052000_27361,100,
12052000_12052000_27381,12052000_12052000_27381,100,
12052000_12052000_27388,12052000_12052000_27388,100,
12052000_12052000_27403,12052000_12052000_27403,100,
12052000_12052000_27426,12052000_12052000_27426,100,
12052000_12052000_27442,12052000_12052000_27442,100,
12052000_12052000_27524,12052000_12052000_27524,100,
12052000_12052000_27528,12052000_12052000_27528,100,
12052000_12052000_27560,12052000_12052000_27560,100,
12052000_12052000_27567,12052000_12052000_27567,100,
12052000_12052000_27582,12052000_12052000_27582,100,
12052000_12052000_27583,12052000_12052000_27583,100,
12052000_12052000_27613,12052000_12052000_27613,100,
12052000_12052000_27623,12052000_12052000_27623,100,
12052000_12052000_27637,12052000_12052000_27637,100,
12052000_12052000_27669,12052000_12052000_27669,100,
12052000_12052000_27670,12052000_12052000_27670,100,
12052000_12052000_27676,12052000_12052000_27676,100,
12052000_12052000_27697,12052000_12052000_27697,100,
12052000_12052000_2770,12052000_12052000_2770,100,
12052000_12052000_27709,12052000_12052000_27709,100,
12052000_12052000_27716,12052000_12052000_27716,100,
12052000_12052000_27740,12052000_12052000_27740,100,
12052000_12052000_27794,12052000_12052000_27794,100,
12052000_12052000_27801,12052000_12052000_27801,100,
12052000_12052000_27809,12052000_12052000_27809,100,
12052000_12052000_27810,12052000_12052000_27810,100,
12052000_12052000_27834,12052000_12052000_27834,100,
12052000_12052000_27842,12052000_12052000_27842,100,
12052000_12052000_27845,12052000_12052000_27845,100,
12052000_12052000_27877,12052000_12052000_27877,100,
12052000_12052000_2788,12052000_12052000_2788,100,
12052000_12052000_27888,12052000_12052000_27888,100,
12052000_12052000_27901,12052000_12052000_27901,100,
12052000_12052000_27903,12052000_12052000_27903,100,
12052000_12052000_27916,12052000_12052000_27916,100,
12052000_12052000_27918,12052000_12052000_27918,100,
12052000_12052000_27921,12052000_12052000_27921,100,
12052000_12052000_27922,12052000_12052000_27922,100,
12052000_12052000_27931,12052000_12052000_27931,100,
12052000_12052000_27936,12052000_12052000_27936,100,
12052000_12052000_27964,12052000_12052000_27964,100,
12052000_12052000_27967,12052000_12052000_27967,100,
12052000_12052000_27986,12052000_12052000_27986,100,
12052000_12052000_27993,12052000_12052000_27993,100,
12052000_12052000_28005,12052000_12052000_28005,100,
12052000_12052000_28014,12052000_12052000_28014,100,
12052000_12052000_28017,12052000_12052000_28017,100,
12052000_12052000_28022,12052000_12052000_28022,100,
12052000_12052000_28024,12052000_12052000_28024,100,
12052000_12052000_28043,12052000_12052000_28043,100,
12052000_12052000_28045,12052000_12052000_28045,100,
12052000_12052000_28051,12052000_12052000_28051,100,
12052000_12052000_28062,12052000_12052000_28062,100,
12052000_12052000_28116,12052000_12052000_28116,100,
12052000_12052000_28125,12052000_12052000_28125,100,
12052000_12052000_28131,12052000_12052000_28131,100,
12052000_12052000_2815,12052000_12052000_2815,100,
12052000_12052000_28161,12052000_12052000_28161,100,
12052000_12052000_28186,12052000_12052000_28186,100,
12052000_12052000_28210,12052000_12052000_28210,100,
12052000_12052000_28237,12052000_12052000_28237,100,
12052000_12052000_28249,12052000_12052000_28249,100,
12052000_12052000_28271,12052000_12052000_28271,100,
12052000_12052000_28297,12052000_12052000_28297,100,
12052000_12052000_28307,12052000_12052000_28307,100,
12052000_12052000_2831,12052000_12052000_2831,100,
12052000_12052000_28310,12052000_12052000_28310,100,
12052000_12052000_28326,12052000_12052000_28326,100,
12052000_12052000_28342,12052000_12052000_28342,100,
12052000_12052000_28365,12052000_12052000_28365,100,
12052000_12052000_28367,12052000_12052000_28367,100,
12052000_12052000_28370,12052000_12052000_28370,100,
12052000_12052000_28378,12052000_12052000_28378,100,
12052000_12052000_28396,12052000_12052000_28396,100,
12052000_12052000_28400,12052000_12052000_28400,100,
12052000_12052000_28405,12052000_12052000_28405,100,
12052000_12052000_28408,12052000_12052000_28408,100,
12052000_12052000_28417,12052000_12052000_28417,100,
12052000_12052000_2842,12052000_12052000_2842,100,
12052000_12052000_28422,12052000_12052000_28422,100,
12052000_12052000_28449,12052000_12052000_28449,100,
12052000_12052000_28458,12052000_12052000_28458,100,
12052000_12052000_28468,12052000_12052000_28468,100,
12052000_12052000_28502,12052000_12052000_28502,100,
12052000_12052000_28518,12052000_12052000_28518,100,
12052000_12052000_2852,12052000_12052000_2852,100,
12052000_12052000_2853,12052000_12052000_2853,100,
12052000_12052000_28535,12052000_12052000_28535,100,
12052000_12052000_28536,12052000_12052000_28536,100,
12052000_12052000_28554,12052000_12052000_28554,100,
12052000_12052000_28573,12052000_12052000_28573,100,
12052000_12052000_28574,12052000_12052000_28574,100,
12052000_12052000_28576,12052000_12052000_28576,100,
12052000_12052000_28582,12052000_12052000_28582,100,
12052000_12052000_28602,12052000_12052000_28602,100,
12052000_12052000_2862,12052000_12052000_2862,100,
12052000_12052000_28649,12052000_12052000_28649,100,
12052000_12052000_28650,12052000_12052000_28650,100,
12052000_12052000_28653,12052000_12052000_28653,100,
12052000_12052000_2866,12052000_12052000_2866,100,
12052000_12052000_28660,12052000_12052000_28660,100,
12052000_12052000_28663,12052000_12052000_28663,100,
12052000_12052000_28679,12052000_12052000_28679,100,
12052000_12052000_28705,12052000_12052000_28705,100,
12052000_12052000_28728,12052000_12052000_28728,100,
12052000_12052000_28745,12052000_12052000_28745,100,
12052000_12052000_28780,12052000_12052000_28780,100,
12052000_12052000_28797,12052000_12052000_28797,100,
12052000_12052000_28803,12052000_12052000_28803,100,
12052000_12052000_28804,12052000_12052000_28804,100,
12052000_12052000_28811,12052000_12052000_28811,100,
12052000_12052000_28812,12052000_12052000_28812,100,
12052000_12052000_28837,12052000_12052000_28837,100,
12052000_12052000_28851,12052000_12052000_28851,100,
12052000_12052000_28862,12052000_12052000_28862,100,
12052000_12052000_28866,12052000_12052000_28866,100,
12052000_12052000_28882,12052000_12052000_28882,100,
12052000_12052000_28887,12052000_12052000_28887,100,
12052000_12052000_28914,12052000_12052000_28914,100,
12052000_12052000_28917,12052000_12052000_28917,100,
12052000_12052000_28925,12052000_12052000_28925,100,
12052000_12052000_2893,12052000_12052000_2893,100,
12052000_12052000_28933,12052000_12052000_28933,100,
12052000_12052000_28941,12052000_12052000_28941,100,
12052000_12052000_28964,12052000_12052000_28964,100,
12052000_12052000_28971,12052000_12052000_28971,100,
12052000_12052000_28973,12052000_12052000_28973,100,
12052000_12052000_28977,12052000_12052000_28977,100,
12052000_12052000_28984,12052000_12052000_28984,100,
12052000_12052000_2899,12052000_12052000_2899,100,
12052000_12052000_28993,12052000_12052000_28993,100,
12052000_12052000_28996,12052000_12052000_28996,100,
12052000_12052000_29004,12052000_12052000_29004,100,
12052000_12052000_29030,12052000_12052000_29030,100,
12052000_12052000_29047,12052000_12052000_29047,100,
12052000_12052000_29048,12052000_12052000_29048,100,
12052000_12052000_29060,12052000_12052000_29060,100,
12052000_12052000_29071,12052000_12052000_29071,100,
12052000_12052000_29080,12052000_12052000_29080,100,
12052000_12052000_29081,12052000_12052000_29081,100,
12052000_12052000_29112,12052000_12052000_29112,100,
12052000_12052000_29117,12052000_12052000_29117,100,
12052000_12052000_29128,12052000_12052000_29128,100,
12052000_12052000_29135,12052000_12052000_29135,100,
12052000_12052000_29141,12052000_12052000_29141,100,
12052000_12052000_29157,12052000_12052000_29157,100,
12052000_12052000_29164,12052000_12052000_29164,100,
12052000_12052000_29184,12052000_12052000_29184,100,
12052000_12052000_29192,12052000_12052000_29192,100,
12052000_12052000_29203,12052000_12052000_29203,100,
12052000_12052000_29240,12052000_12052000_29240,100,
12052000_12052000_29258,12052000_12052000_29258,100,
12052000_12052000_29271,12052000_12052000_29271,100,
12052000_12052000_29279,12052000_12052000_29279,100,
12052000_12052000_29292,12052000_12052000_29292,100,
12052000_12052000_29310,12052000_12052000_29310,100,
12052000_12052000_29327,12052000_12052000_29327,100,
12052000_12052000_29343,12052000_12052000_29343,100,
12052000_12052000_29346,12052000_12052000_29346,100,
12052000_12052000_29348,12052000_12052000_29348,100,
12052000_12052000_29382,12052000_12052000_29382,100,
12052000_12052000_29386,12052000_12052000_29386,100,
12052000_12052000_29400,12052000_12052000_29400,100,
12052000_12052000_29401,12052000_12052000_29401,100,
12052000_12052000_29402,12052000_12052000_29402,100,
12052000_12052000_29403,12052000_12052000_29403,100,
12052000_12052000_29408,12052000_12052000_29408,100,
12052000_12052000_29409,12052000_12052000_29409,100,
12052000_12052000_29416,12052000_12052000_29416,100,
12052000_12052000_29419,12052000_12052000_29419,100,
12052000_12052000_29427,12052000_12052000_29427,100,
12052000_12052000_29428,12052000_12052000_29428,100,
12052000_12052000_29429,12052000_12052000_29429,100,
12052000_12052000_29430,12052000_12052000_29430,100,
12052000_12052000_29448,12052000_12052000_29448,100,
12052000_12052000_29466,12052000_12052000_29466,100,
12052000_12052000_29498,12052000_12052000_29498,100,
12052000_12052000_29517,12052000_12052000_29517,100,
12052000_12052000_29534,12052000_12052000_29534,100,
12052000_12052000_29537,12052000_12052000_29537,100,
12052000_12052000_29563,12052000_12052000_29563,100,
12052000_12052000_29577,12052000_12052000_29577,100,
12052000_12052000_29581,12052000_12052000_29581,100,
12052000_12052000_29596,12052000_12052000_29596,100,
12052000_12052000_2960,12052000_12052000_2960,100,
12052000_12052000_29608,12052000_12052000_29608,100,
12052000_12052000_29631,12052000_12052000_29631,100,
12052000_12052000_29633,12052000_12052000_29633,100,
12052000_12052000_29638,12052000_12052000_29638,100,
12052000_12052000_29650,12052000_12052000_29650,100,
12052000_12052000_29664,12052000_12052000_29664,100,
12052000_12052000_29671,12052000_12052000_29671,100,
12052000_12052000_29684,12052000_12052000_29684,100,
12052000_12052000_29700,12052000_12052000_29700,100,
12052000_12052000_29740,12052000_12052000_29740,100,
12052000_12052000_29747,12052000_12052000_29747,100,
12052000_12052000_29749,12052000_12052000_29749,100,
12052000_12052000_29760,12052000_12052000_29760,100,
12052000_12052000_2980,12052000_12052000_2980,100,
12052000_12052000_29813,12052000_12052000_29813,100,
12052000_12052000_29816,12052000_12052000_29816,100,
12052000_12052000_29851,12052000_12052000_29851,100,
12052000_12052000_29852,12052000_12052000_29852,100,
12052000_12052000_29906,12052000_12052000_29906,100,
12052000_12052000_29910,12052000_12052000_29910,100,
12052000_12052000_29916,12052000_12052000_29916,100,
12052000_12052000_29920,12052000_12052000_29920,100,
12052000_12052000_29942,12052000_12052000_29942,100,
12052000_12052000_29944,12052000_12052000_29944,100,
12052000_12052000_29946,12052000_12052000_29946,100,
12052000_12052000_29973,12052000_12052000_29973,100,
12052000_12052000_29977,12052000_12052000_29977,100,
12052000_12052000_29983,12052000_12052000_29983,100,
12052000_12052000_29989,12052000_12052000_29989,100,
12052000_12052000_29991,12052000_12052000_29991,100,
12052000_12052000_29994,12052000_12052000_29994,100,
12052000_12052000_29997,12052000_12052000_29997,100,
12052000_12052000_3,12052000_12052000_3,100,
12052000_12052000_3000,12052000_12052000_3000,100,
12052000_12052000_30005,12052000_12052000_30005,100,
12052000_12052000_30020,12052000_12052000_30020,100,
12052000_12052000_30024,12052000_12052000_30024,100,
12052000_12052000_30026,12052000_12052000_30026,100,
12052000_12052000_30033,12052000_12052000_30033,100,
12052000_12052000_30062,12052000_12052000_30062,100,
12052000_12052000_30069,12052000_12052000_30069,100,
12052000_12052000_30096,12052000_12052000_30096,100,
12052000_12052000_30100,12052000_12052000_30100,100,
12052000_12052000_30103,12052000_12052000_30103,100,
12052000_12052000_30111,12052000_12052000_30111,100,
12052000_12052000_30126,12052000_12052000_30126,100,
12052000_12052000_30139,12052000_12052000_30139,100,
12052000_12052000_30140,12052000_12052000_30140,100,
12052000_12052000_30146,12052000_12052000_30146,100,
12052000_12052000_30151,12052000_12052000_30151,100,
12052000_12052000_30177,12052000_12052000_30177,100,
12052000_12052000_30178,12052000_12052000_30178,100,
12052000_12052000_30187,12052000_12052000_30187,100,
12052000_12052000_30193,12052000_12052000_30193,100,
12052000_12052000_30218,12052000_12052000_30218,100,
12052000_12052000_30227,12052000_12052000_30227,100,
12052000_12052000_30233,12052000_12052000_30233,100,
12052000_12052000_30235,12052000_12052000_30235,100,
12052000_12052000_30243,12052000_12052000_30243,100,
12052000_12052000_30267,12052000_12052000_30267,100,
12052000_12052000_30271,12052000_12052000_30271,100,
12052000_12052000_30276,12052000_12052000_30276,100,
12052000_12052000_30301,12052000_12052000_30301,100,
12052000_12052000_30309,12052000_12052000_30309,100,
12052000_12052000_30332,12052000_12052000_30332,100,
12052000_12052000_30349,12052000_12052000_30349,100,
12052000_12052000_30376,12052000_12052000_30376,100,
12052000_12052000_30377,12052000_12052000_30377,100,
12052000_12052000_30383,12052000_12052000_30383,100,
12052000_12052000_30465,12052000_12052000_30465,100,
12052000_12052000_30472,12052000_12052000_30472,100,
12052000_12052000_30497,12052000_12052000_30497,100,
12052000_12052000_30501,12052000_12052000_30501,100,
12052000_12052000_30509,12052000_12052000_30509,100,
12052000_12052000_30519,12052000_12052000_30519,100,
12052000_12052000_3052,12052000_12052000_3052,100,
12052000_12052000_30545,12052000_12052000_30545,100,
12052000_12052000_30584,12052000_12052000_30584,100,
12052000_12052000_30627,12052000_12052000_30627,100,
12052000_12052000_30631,12052000_12052000_30631,100,
12052000_12052000_30633,12052000_12052000_30633,100,
12052000_12052000_30648,12052000_12052000_30648,100,
12052000_12052000_3066,12052000_12052000_3066,100,
12052000_12052000_30667,12052000_12052000_30667,100,
12052000_12052000_30671,12052000_12052000_30671,100,
12052000_12052000_30679,12052000_12052000_30679,100,
12052000_12052000_30710,12052000_12052000_30710,100,
12052000_12052000_30711,12052000_12052000_30711,100,
12052000_12052000_30737,12052000_12052000_30737,100,
12052000_12052000_30740,12052000_12052000_30740,100,
12052000_12052000_30749,12052000_12052000_30749,100,
12052000_12052000_30753,12052000_12052000_30753,100,
12052000_12052000_30756,12052000_12052000_30756,100,
12052000_12052000_30758,12052000_12052000_30758,100,
12052000_12052000_30768,12052000_12052000_30768,100,
12052000_12052000_30773,12052000_12052000_30773,100,
12052000_12052000_30787,12052000_12052000_30787,100,
12052000_12052000_30821,12052000_12052000_30821,100,
12052000_12052000_30826,12052000_12052000_30826,100,
12052000_12052000_3083,12052000_12052000_3083,100,
12052000_12052000_30837,12052000_12052000_30837,100,
12052000_12052000_30863,12052000_12052000_30863,100,
12052000_12052000_30891,12052000_12052000_30891,100,
12052000_12052000_30896,12052000_12052000_30896,100,
12052000_12052000_30899,12052000_12052000_30899,100,
12052000_12052000_30906,12052000_12052000_30906,100,
12052000_12052000_30931,12052000_12052000_30931,100,
12052000_12052000_3096,12052000_12052000_3096,100,
12052000_12052000_30961,12052000_12052000_30961,100,
12052000_12052000_30962,12052000_12052000_30962,100,
12052000_12052000_30969,12052000_12052000_30969,100,
12052000_12052000_30992,12052000_12052000_30992,100,
12052000_12052000_30998,12052000_12052000_30998,100,
12052000_12052000_31022,12052000_12052000_31022,100,
12052000_12052000_31039,12052000_12052000_31039,100,
12052000_12052000_3104,12052000_12052000_3104,100,
12052000_12052000_31050,12052000_12052000_31050,100,
12052000_12052000_31052,12052000_12052000_31052,100,
12052000_12052000_31069,12052000_12052000_31069,100,
12052000_12052000_31070,12052000_12052000_31070,100,
12052000_12052000_31075,12052000_12052000_31075,100,
12052000_12052000_31077,12052000_12052000_31077,100,
12052000_12052000_31079,12052000_12052000_31079,100,
12052000_12052000_31087,12052000_12052000_31087,100,
12052000_12052000_31120,12052000_12052000_31120,100,
12052000_12052000_31124,12052000_12052000_31124,100,
12052000_12052000_31125,12052000_12052000_31125,100,
12052000_12052000_31127,12052000_12052000_31127,100,
12052000_12052000_3114,12052000_12052000_3114,100,
12052000_12052000_31153,12052000_12052000_31153,100,
12052000_12052000_31155,12052000_12052000_31155,100,
12052000_12052000_31178,12052000_12052000_31178,100,
12052000_12052000_31179,12052000_12052000_31179,100,
12052000_12052000_31182,12052000_12052000_31182,100,
12052000_12052000_31186,12052000_12052000_31186,100,
12052000_12052000_31267,12052000_12052000_31267,100,
12052000_12052000_31270,12052000_12052000_31270,100,
12052000_12052000_31280,12052000_12052000_31280,100,
12052000_12052000_31333,12052000_12052000_31333,100,
12052000_12052000_31338,12052000_12052000_31338,100,
12052000_12052000_31345,12052000_12052000_31345,100,
12052000_12052000_31363,12052000_12052000_31363,100,
12052000_12052000_31377,12052000_12052000_31377,100,
12052000_12052000_31380,12052000_12052000_31380,100,
12052000_12052000_31389,12052000_12052000_31389,100,
12052000_12052000_31405,12052000_12052000_31405,100,
12052000_12052000_31418,12052000_12052000_31418,100,
12052000_12052000_31425,12052000_12052000_31425,100,
12052000_12052000_31433,12052000_12052000_31433,100,
12052000_12052000_31439,12052000_12052000_31439,100,
12052000_12052000_31460,12052000_12052000_31460,100,
12052000_12052000_31471,12052000_12052000_31471,100,
12052000_12052000_31486,12052000_12052000_31486,100,
12052000_12052000_31497,12052000_12052000_31497,100,
12052000_12052000_31505,12052000_12052000_31505,100,
12052000_12052000_31506,12052000_12052000_31506,100,
12052000_12052000_3151,12052000_12052000_3151,100,
12052000_12052000_31514,12052000_12052000_31514,100,
12052000_12052000_31515,12052000_12052000_31515,100,
12052000_12052000_31524,12052000_12052000_31524,100,
12052000_12052000_31526,12052000_12052000_31526,100,
12052000_12052000_31540,12052000_12052000_31540,100,
12052000_12052000_31544,12052000_12052000_31544,100,
12052000_12052000_31554,12052000_12052000_31554,100,
12052000_12052000_31555,12052000_12052000_31555,100,
12052000_12052000_31582,12052000_12052000_31582,100,
12052000_12052000_31607,12052000_12052000_31607,100,
12052000_12052000_31623,12052000_12052000_31623,100,
12052000_12052000_31628,12052000_12052000_31628,100,
12052000_12052000_31629,12052000_12052000_31629,100,
12052000_12052000_31630,12052000_12052000_31630,100,
12052000_12052000_31638,12052000_12052000_31638,100,
12052000_12052000_3164,12052000_12052000_3164,100,
12052000_12052000_31645,12052000_12052000_31645,100,
12052000_12052000_31650,12052000_12052000_31650,100,
12052000_12052000_31652,12052000_12052000_31652,100,
12052000_12052000_31660,12052000_12052000_31660,100,
12052000_12052000_31662,12052000_12052000_31662,100,
12052000_12052000_3169,12052000_12052000_3169,100,
12052000_12052000_31708,12052000_12052000_31708,100,
12052000_12052000_31739,12052000_12052000_31739,100,
12052000_12052000_31755,12052000_12052000_31755,100,
12052000_12052000_31758,12052000_12052000_31758,100,
12052000_12052000_31760,12052000_12052000_31760,100,
12052000_12052000_31761,12052000_12052000_31761,100,
12052000_12052000_31766,12052000_12052000_31766,100,
12052000_12052000_31776,12052000_12052000_31776,100,
12052000_12052000_31777,12052000_12052000_31777,100,
12052000_12052000_31779,12052000_12052000_31779,100,
12052000_12052000_3199,12052000_12052000_3199,100,
12052000_12052000_3209,12052000_12052000_3209,100,
12052000_12052000_3215,12052000_12052000_3215,100,
12052000_12052000_3267,12052000_12052000_3267,100,
12052000_12052000_3273,12052000_12052000_3273,100,
12052000_12052000_3282,12052000_12052000_3282,100,
