,pid,hid,freq,ozone,dzone,purp,origin activity,destination activity,mode,seq,tst,tet,duration
2156,12052000_12052000_22676,12052000_12052000_22676,,,,work,home,work,drt,1,1900-01-01 07:31:32,1900-01-01 07:31:32,0:00:00
2157,12052000_12052000_22676,12052000_12052000_22676,,,,,work,home,drt,2,1900-01-01 16:15:29,1900-01-01 16:15:29,0:00:00
2158,12052000_12052000_22686,12052000_12052000_22686,,,,work,home,work,drt,1,1900-01-01 08:01:03,1900-01-01 08:01:03,0:00:00
2159,12052000_12052000_22686,12052000_12052000_22686,,,,,work,home,drt,2,1900-01-01 16:05:10,1900-01-01 16:05:10,0:00:00
2160,12052000_12052000_22689,12052000_12052000_22689,,,,work,home,work,drt,1,1900-01-01 06:47:44,1900-01-01 06:59:59,0:12:15
2161,12052000_12052000_22689,12052000_12052000_22689,,,,work,work,work,drt,2,1900-01-01 07:15:22,1900-01-01 07:15:22,0:00:00
2162,12052000_12052000_22689,12052000_12052000_22689,,,,work,work,work,drt,3,1900-01-01 14:52:51,1900-01-01 14:52:51,0:00:00
2163,12052000_12052000_22689,12052000_12052000_22689,,,,,work,home,drt,4,1900-01-01 15:17:43,1900-01-01 15:29:58,0:12:15
2164,12052000_12052000_22690,12052000_12052000_22690,,,,work,home,work,drt,1,1900-01-01 07:14:24,1900-01-01 07:30:59,0:16:35
2165,12052000_12052000_22690,12052000_12052000_22690,,,,,work,home,drt,2,1900-01-01 14:45:48,1900-01-01 15:02:23,0:16:35
2166,12052000_12052000_22691,12052000_12052000_22691,,,,work,home,work,drt,1,1900-01-01 07:45:36,1900-01-01 07:45:36,0:00:00
2167,12052000_12052000_22691,12052000_12052000_22691,,,,work,work,work,drt,2,1900-01-01 08:13:40,1900-01-01 09:11:25,0:57:45
2168,12052000_12052000_22691,12052000_12052000_22691,,,,work,work,work,drt,3,1900-01-01 15:51:36,1900-01-01 16:49:21,0:57:45
2169,12052000_12052000_22691,12052000_12052000_22691,,,,,work,home,drt,4,1900-01-01 16:19:48,1900-01-01 16:19:48,0:00:00
2170,12052000_12052000_22694,12052000_12052000_22694,,,,work,home,work,drt,1,1900-01-01 06:54:41,1900-01-01 06:54:41,0:00:00
2171,12052000_12052000_22694,12052000_12052000_22694,,,,,work,home,drt,2,1900-01-01 15:23:08,1900-01-01 15:23:08,0:00:00
2172,12052000_12052000_22702,12052000_12052000_22702,,,,work,home,work,drt,1,1900-01-01 06:36:03,1900-01-01 06:47:32,0:11:29
2173,12052000_12052000_22702,12052000_12052000_22702,,,,,work,home,drt,2,1900-01-01 14:32:52,1900-01-01 14:44:21,0:11:29
2174,12052000_12052000_22717,12052000_12052000_22717,,,,work,home,work,drt,1,1900-01-01 07:12:06,1900-01-01 07:12:06,0:00:00
2175,12052000_12052000_22717,12052000_12052000_22717,,,,,work,home,drt,2,1900-01-01 15:32:46,1900-01-01 15:32:46,0:00:00
2176,12052000_12052000_22724,12052000_12052000_22724,,,,work,home,work,drt,1,1900-01-01 07:14:18,1900-01-01 07:14:18,0:00:00
2177,12052000_12052000_22724,12052000_12052000_22724,,,,,work,home,drt,2,1900-01-01 15:28:02,1900-01-01 15:28:02,0:00:00
2178,12052000_12052000_22729,12052000_12052000_22729,,,,work,home,work,drt,1,1900-01-01 07:02:50,1900-01-01 07:02:50,0:00:00
2179,12052000_12052000_22729,12052000_12052000_22729,,,,work,work,work,drt,2,1900-01-01 07:42:45,1900-01-01 07:42:45,0:00:00
2180,12052000_12052000_22729,12052000_12052000_22729,,,,work,work,work,drt,3,1900-01-01 15:27:17,1900-01-01 15:27:17,0:00:00
2181,12052000_12052000_22729,12052000_12052000_22729,,,,,work,home,drt,4,1900-01-01 15:21:28,1900-01-01 15:21:28,0:00:00
2182,12052000_12052000_22741,12052000_12052000_22741,,,,work,home,work,drt,1,1900-01-01 08:03:33,1900-01-01 08:03:33,0:00:00
2183,12052000_12052000_22741,12052000_12052000_22741,,,,work,work,work,drt,2,1900-01-01 08:41:53,1900-01-01 08:41:53,0:00:00
2184,12052000_12052000_22741,12052000_12052000_22741,,,,work,work,work,drt,3,1900-01-01 15:31:42,1900-01-01 15:31:42,0:00:00
2185,12052000_12052000_22741,12052000_12052000_22741,,,,,work,home,drt,4,1900-01-01 16:09:00,1900-01-01 16:09:00,0:00:00
2186,12052000_12052000_22749,12052000_12052000_22749,,,,work,home,work,drt,1,1900-01-01 07:56:07,1900-01-01 07:56:07,0:00:00
2187,12052000_12052000_22749,12052000_12052000_22749,,,,home,work,home,drt,2,1900-01-01 15:18:46,1900-01-01 15:18:46,0:00:00
2188,12052000_12052000_22749,12052000_12052000_22749,,,,work,home,work,drt,3,1900-01-01 17:35:14,1900-01-01 17:35:14,0:00:00
2189,12052000_12052000_22749,12052000_12052000_22749,,,,,work,home,drt,4,1900-01-01 18:25:24,1900-01-01 18:25:24,0:00:00
2190,12052000_12052000_22791,12052000_12052000_22791,,,,work,home,work,drt,1,1900-01-01 07:30:31,1900-01-01 07:30:31,0:00:00
2191,12052000_12052000_22791,12052000_12052000_22791,,,,,work,home,drt,2,1900-01-01 16:26:52,1900-01-01 16:26:52,0:00:00
2192,12052000_12052000_22800,12052000_12052000_22800,,,,work,home,work,drt,1,1900-01-01 06:38:17,1900-01-01 06:38:17,0:00:00
2193,12052000_12052000_22800,12052000_12052000_22800,,,,,work,home,drt,2,1900-01-01 14:54:42,1900-01-01 14:54:42,0:00:00
2194,12052000_12052000_22802,12052000_12052000_22802,,,,work,home,work,drt,1,1900-01-01 06:23:37,1900-01-01 06:23:37,0:00:00
2195,12052000_12052000_22802,12052000_12052000_22802,,,,,work,home,drt,2,1900-01-01 14:59:11,1900-01-01 14:59:11,0:00:00
2196,12052000_12052000_22818,12052000_12052000_22818,,,,work,home,work,drt,1,1900-01-01 08:00:55,1900-01-01 08:00:55,0:00:00
2197,12052000_12052000_22818,12052000_12052000_22818,,,,home,work,home,drt,2,1900-01-01 15:51:10,1900-01-01 15:51:10,0:00:00
2198,12052000_12052000_22818,12052000_12052000_22818,,,,work,home,work,drt,3,1900-01-01 17:51:41,1900-01-01 18:01:23,0:09:42
2199,12052000_12052000_22818,12052000_12052000_22818,,,,,work,home,drt,4,1900-01-01 18:27:43,1900-01-01 18:37:25,0:09:42
2200,12052000_12052000_22835,12052000_12052000_22835,,,,work,home,work,drt,1,1900-01-01 06:45:49,1900-01-01 07:28:03,0:42:14
2201,12052000_12052000_22835,12052000_12052000_22835,,,,,work,home,drt,2,1900-01-01 16:24:12,1900-01-01 17:06:26,0:42:14
2202,12052000_12052000_22843,12052000_12052000_22843,,,,work,home,work,drt,1,1900-01-01 07:55:56,1900-01-01 08:53:31,0:57:35
2203,12052000_12052000_22843,12052000_12052000_22843,,,,,work,home,drt,2,1900-01-01 16:59:39,1900-01-01 17:57:14,0:57:35
2204,12052000_12052000_22847,12052000_12052000_22847,,,,work,home,work,drt,1,1900-01-01 06:36:49,1900-01-01 06:36:49,0:00:00
2205,12052000_12052000_22847,12052000_12052000_22847,,,,,work,home,drt,2,1900-01-01 14:33:01,1900-01-01 14:33:01,0:00:00
2206,12052000_12052000_22850,12052000_12052000_22850,,,,work,home,work,drt,1,1900-01-01 07:12:56,1900-01-01 07:12:56,0:00:00
2207,12052000_12052000_22850,12052000_12052000_22850,,,,,work,home,drt,2,1900-01-01 14:44:25,1900-01-01 14:44:25,0:00:00
2208,12052000_12052000_22864,12052000_12052000_22864,,,,work,home,work,drt,1,1900-01-01 07:11:11,1900-01-01 07:11:11,0:00:00
2209,12052000_12052000_22864,12052000_12052000_22864,,,,,work,home,drt,2,1900-01-01 15:20:39,1900-01-01 15:20:39,0:00:00
2210,12052000_12052000_22893,12052000_12052000_22893,,,,work,home,work,drt,1,1900-01-01 07:18:44,1900-01-01 07:18:44,0:00:00
2211,12052000_12052000_22893,12052000_12052000_22893,,,,,work,home,drt,2,1900-01-01 16:02:26,1900-01-01 16:02:26,0:00:00
2212,12052000_12052000_22899,12052000_12052000_22899,,,,work,home,work,drt,1,1900-01-01 07:47:07,1900-01-01 07:47:07,0:00:00
2213,12052000_12052000_22899,12052000_12052000_22899,,,,work,work,work,drt,2,1900-01-01 08:12:39,1900-01-01 08:12:39,0:00:00
2214,12052000_12052000_22899,12052000_12052000_22899,,,,work,work,work,drt,3,1900-01-01 15:59:29,1900-01-01 15:59:29,0:00:00
2215,12052000_12052000_22899,12052000_12052000_22899,,,,,work,home,drt,4,1900-01-01 16:24:03,1900-01-01 16:24:03,0:00:00
2216,12052000_12052000_22909,12052000_12052000_22909,,,,work,home,work,drt,1,1900-01-01 07:02:27,1900-01-01 07:02:27,0:00:00
2217,12052000_12052000_22909,12052000_12052000_22909,,,,,work,home,drt,2,1900-01-01 15:22:51,1900-01-01 15:22:51,0:00:00
2218,12052000_12052000_22947,12052000_12052000_22947,,,,work,home,work,drt,1,1900-01-01 07:02:09,1900-01-01 07:02:09,0:00:00
2219,12052000_12052000_22947,12052000_12052000_22947,,,,home,work,home,drt,2,1900-01-01 14:36:13,1900-01-01 14:36:13,0:00:00
2220,12052000_12052000_22947,12052000_12052000_22947,,,,work,home,work,drt,3,1900-01-01 16:00:50,1900-01-01 16:00:50,0:00:00
2221,12052000_12052000_22947,12052000_12052000_22947,,,,,work,home,drt,4,1900-01-01 16:58:32,1900-01-01 16:58:32,0:00:00
2222,12052000_12052000_22963,12052000_12052000_22963,,,,work,home,work,drt,1,1900-01-01 07:42:36,1900-01-01 07:42:36,0:00:00
2223,12052000_12052000_22963,12052000_12052000_22963,,,,home,work,home,drt,2,1900-01-01 14:55:55,1900-01-01 14:55:55,0:00:00
2224,12052000_12052000_22963,12052000_12052000_22963,,,,work,home,work,drt,3,1900-01-01 17:11:56,1900-01-01 17:11:56,0:00:00
2225,12052000_12052000_22963,12052000_12052000_22963,,,,,work,home,drt,4,1900-01-01 18:26:00,1900-01-01 18:35:42,0:09:42
2226,12052000_12052000_23010,12052000_12052000_23010,,,,work,home,work,drt,1,1900-01-01 06:54:41,1900-01-01 06:54:41,0:00:00
2227,12052000_12052000_23010,12052000_12052000_23010,,,,,work,home,drt,2,1900-01-01 15:57:04,1900-01-01 15:57:04,0:00:00
2228,12052000_12052000_23011,12052000_12052000_23011,,,,work,home,work,drt,1,1900-01-01 08:13:00,1900-01-01 08:13:00,0:00:00
2229,12052000_12052000_23011,12052000_12052000_23011,,,,home,work,home,drt,2,1900-01-01 15:42:05,1900-01-01 15:42:05,0:00:00
2230,12052000_12052000_23011,12052000_12052000_23011,,,,work,home,work,drt,3,1900-01-01 17:36:34,1900-01-01 18:41:34,1:05:00
2231,12052000_12052000_23011,12052000_12052000_23011,,,,,work,home,drt,4,1900-01-01 19:14:02,1900-01-01 20:19:02,1:05:00
2232,12052000_12052000_23017,12052000_12052000_23017,,,,work,home,work,drt,1,1900-01-01 07:20:35,1900-01-01 07:27:48,0:07:13
2233,12052000_12052000_23017,12052000_12052000_23017,,,,,work,home,drt,2,1900-01-01 16:14:11,1900-01-01 16:21:24,0:07:13
2234,12052000_12052000_23022,12052000_12052000_23022,,,,work,home,work,drt,1,1900-01-01 07:38:04,1900-01-01 07:38:04,0:00:00
2235,12052000_12052000_23022,12052000_12052000_23022,,,,,work,home,drt,2,1900-01-01 15:53:29,1900-01-01 15:53:29,0:00:00
2236,12052000_12052000_2303,12052000_12052000_2303,,,,work,home,work,drt,1,1900-01-01 08:19:39,1900-01-01 08:19:39,0:00:00
2237,12052000_12052000_2303,12052000_12052000_2303,,,,,work,home,drt,2,1900-01-01 15:35:13,1900-01-01 15:35:13,0:00:00
2238,12052000_12052000_23041,12052000_12052000_23041,,,,work,home,work,drt,1,1900-01-01 07:54:18,1900-01-01 08:34:18,0:40:00
2239,12052000_12052000_23041,12052000_12052000_23041,,,,home,work,home,drt,2,1900-01-01 15:32:38,1900-01-01 15:32:38,0:00:00
2240,12052000_12052000_23041,12052000_12052000_23041,,,,work,home,work,drt,3,1900-01-01 16:39:03,1900-01-01 16:39:03,0:00:00
2241,12052000_12052000_23041,12052000_12052000_23041,,,,,work,home,drt,4,1900-01-01 18:17:38,1900-01-01 18:17:38,0:00:00
2242,12052000_12052000_23082,12052000_12052000_23082,,,,work,home,work,drt,1,1900-01-01 07:05:35,1900-01-01 07:05:35,0:00:00
2243,12052000_12052000_23082,12052000_12052000_23082,,,,,work,home,drt,2,1900-01-01 15:37:13,1900-01-01 15:37:13,0:00:00
2244,12052000_12052000_23107,12052000_12052000_23107,,,,work,home,work,drt,1,1900-01-01 06:47:37,1900-01-01 06:47:37,0:00:00
2245,12052000_12052000_23107,12052000_12052000_23107,,,,,work,home,drt,2,1900-01-01 15:42:55,1900-01-01 15:42:55,0:00:00
2246,12052000_12052000_23119,12052000_12052000_23119,,,,work,home,work,drt,1,1900-01-01 07:12:09,1900-01-01 07:26:01,0:13:52
2247,12052000_12052000_23119,12052000_12052000_23119,,,,,work,home,drt,2,1900-01-01 16:33:57,1900-01-01 16:47:49,0:13:52
2248,12052000_12052000_23122,12052000_12052000_23122,,,,work,home,work,drt,1,1900-01-01 08:10:44,1900-01-01 08:10:44,0:00:00
2249,12052000_12052000_23122,12052000_12052000_23122,,,,,work,home,drt,2,1900-01-01 16:57:12,1900-01-01 16:57:12,0:00:00
2250,12052000_12052000_23123,12052000_12052000_23123,,,,work,home,work,drt,1,1900-01-01 06:45:50,1900-01-01 06:45:50,0:00:00
2251,12052000_12052000_23123,12052000_12052000_23123,,,,,work,home,drt,2,1900-01-01 15:09:48,1900-01-01 15:09:48,0:00:00
2252,12052000_12052000_2313,12052000_12052000_2313,,,,work,home,work,drt,1,1900-01-01 08:15:36,1900-01-01 08:15:36,0:00:00
2253,12052000_12052000_2313,12052000_12052000_2313,,,,,work,home,drt,2,1900-01-01 16:01:50,1900-01-01 16:01:50,0:00:00
2254,12052000_12052000_23135,12052000_12052000_23135,,,,work,home,work,drt,1,1900-01-01 06:41:52,1900-01-01 06:41:52,0:00:00
2255,12052000_12052000_23135,12052000_12052000_23135,,,,,work,home,drt,2,1900-01-01 15:38:35,1900-01-01 15:38:35,0:00:00
2256,12052000_12052000_23146,12052000_12052000_23146,,,,work,home,work,drt,1,1900-01-01 07:30:30,1900-01-01 07:30:30,0:00:00
2257,12052000_12052000_23146,12052000_12052000_23146,,,,work,work,work,drt,2,1900-01-01 07:58:19,1900-01-01 07:58:19,0:00:00
2258,12052000_12052000_23146,12052000_12052000_23146,,,,work,work,work,drt,3,1900-01-01 15:34:50,1900-01-01 15:34:50,0:00:00
2259,12052000_12052000_23146,12052000_12052000_23146,,,,,work,home,drt,4,1900-01-01 15:59:57,1900-01-01 15:59:57,0:00:00
2260,12052000_12052000_2316,12052000_12052000_2316,,,,work,home,work,drt,1,1900-01-01 07:07:11,1900-01-01 07:07:11,0:00:00
2261,12052000_12052000_2316,12052000_12052000_2316,,,,,work,home,drt,2,1900-01-01 14:56:38,1900-01-01 14:56:38,0:00:00
2262,12052000_12052000_23169,12052000_12052000_23169,,,,work,home,work,drt,1,1900-01-01 07:14:54,1900-01-01 07:14:54,0:00:00
2263,12052000_12052000_23169,12052000_12052000_23169,,,,work,work,work,drt,2,1900-01-01 07:42:49,1900-01-01 07:42:49,0:00:00
2264,12052000_12052000_23169,12052000_12052000_23169,,,,work,work,work,drt,3,1900-01-01 14:57:51,1900-01-01 14:57:51,0:00:00
2265,12052000_12052000_23169,12052000_12052000_23169,,,,,work,home,drt,4,1900-01-01 15:26:33,1900-01-01 15:26:33,0:00:00
2266,12052000_12052000_23184,12052000_12052000_23184,,,,work,home,work,drt,1,1900-01-01 06:58:44,1900-01-01 06:58:44,0:00:00
2267,12052000_12052000_23184,12052000_12052000_23184,,,,,work,home,drt,2,1900-01-01 14:35:40,1900-01-01 14:35:40,0:00:00
2268,12052000_12052000_23188,12052000_12052000_23188,,,,work,home,work,drt,1,1900-01-01 07:57:49,1900-01-01 08:42:27,0:44:38
2269,12052000_12052000_23188,12052000_12052000_23188,,,,,work,home,drt,2,1900-01-01 16:15:11,1900-01-01 16:15:11,0:00:00
2270,12052000_12052000_23196,12052000_12052000_23196,,,,work,home,work,drt,1,1900-01-01 07:47:14,1900-01-01 08:03:30,0:16:16
2271,12052000_12052000_23196,12052000_12052000_23196,,,,home,work,home,drt,2,1900-01-01 14:52:52,1900-01-01 15:09:08,0:16:16
2272,12052000_12052000_23196,12052000_12052000_23196,,,,work,home,work,drt,3,1900-01-01 17:07:54,1900-01-01 17:12:04,0:04:10
2273,12052000_12052000_23196,12052000_12052000_23196,,,,,work,home,drt,4,1900-01-01 18:15:26,1900-01-01 18:19:36,0:04:10
2274,12052000_12052000_23208,12052000_12052000_23208,,,,work,home,work,drt,1,1900-01-01 07:06:45,1900-01-01 07:06:45,0:00:00
2275,12052000_12052000_23208,12052000_12052000_23208,,,,,work,home,drt,2,1900-01-01 15:25:27,1900-01-01 15:25:27,0:00:00
2276,12052000_12052000_23210,12052000_12052000_23210,,,,work,home,work,drt,1,1900-01-01 06:41:50,1900-01-01 06:49:25,0:07:35
2277,12052000_12052000_23210,12052000_12052000_23210,,,,work,work,work,drt,2,1900-01-01 07:06:19,1900-01-01 07:06:19,0:00:00
2278,12052000_12052000_23210,12052000_12052000_23210,,,,work,work,work,drt,3,1900-01-01 14:20:45,1900-01-01 14:20:45,0:00:00
2279,12052000_12052000_23210,12052000_12052000_23210,,,,,work,home,drt,4,1900-01-01 14:46:46,1900-01-01 14:54:21,0:07:35
2280,12052000_12052000_23232,12052000_12052000_23232,,,,work,home,work,drt,1,1900-01-01 08:09:07,1900-01-01 08:09:07,0:00:00
2281,12052000_12052000_23232,12052000_12052000_23232,,,,,work,home,drt,2,1900-01-01 16:18:26,1900-01-01 16:18:26,0:00:00
2282,12052000_12052000_2326,12052000_12052000_2326,,,,work,home,work,drt,1,1900-01-01 07:30:19,1900-01-01 07:30:19,0:00:00
2283,12052000_12052000_2326,12052000_12052000_2326,,,,,work,home,drt,2,1900-01-01 16:00:08,1900-01-01 16:00:08,0:00:00
2284,12052000_12052000_23264,12052000_12052000_23264,,,,work,home,work,drt,1,1900-01-01 06:26:30,1900-01-01 06:26:30,0:00:00
2285,12052000_12052000_23264,12052000_12052000_23264,,,,,work,home,drt,2,1900-01-01 15:24:59,1900-01-01 15:24:59,0:00:00
2286,12052000_12052000_23275,12052000_12052000_23275,,,,work,home,work,drt,1,1900-01-01 07:04:03,1900-01-01 07:04:03,0:00:00
2287,12052000_12052000_23275,12052000_12052000_23275,,,,,work,home,drt,2,1900-01-01 15:46:21,1900-01-01 15:46:21,0:00:00
2288,12052000_12052000_23284,12052000_12052000_23284,,,,work,home,work,drt,1,1900-01-01 08:12:15,1900-01-01 08:12:15,0:00:00
2289,12052000_12052000_23284,12052000_12052000_23284,,,,,work,home,drt,2,1900-01-01 16:40:17,1900-01-01 16:40:17,0:00:00
2290,12052000_12052000_23291,12052000_12052000_23291,,,,work,home,work,drt,1,1900-01-01 07:08:27,1900-01-01 07:08:27,0:00:00
2291,12052000_12052000_23291,12052000_12052000_23291,,,,,work,home,drt,2,1900-01-01 15:09:56,1900-01-01 15:09:56,0:00:00
2292,12052000_12052000_23293,12052000_12052000_23293,,,,work,home,work,drt,1,1900-01-01 08:22:27,1900-01-01 08:22:27,0:00:00
2293,12052000_12052000_23293,12052000_12052000_23293,,,,,work,home,drt,2,1900-01-01 16:14:31,1900-01-01 16:14:31,0:00:00
2294,12052000_12052000_23297,12052000_12052000_23297,,,,work,home,work,drt,1,1900-01-01 06:31:29,1900-01-01 06:31:29,0:00:00
2295,12052000_12052000_23297,12052000_12052000_23297,,,,,work,home,drt,2,1900-01-01 14:32:01,1900-01-01 14:32:01,0:00:00
2296,12052000_12052000_23302,12052000_12052000_23302,,,,work,home,work,drt,1,1900-01-01 06:50:58,1900-01-01 06:50:58,0:00:00
2297,12052000_12052000_23302,12052000_12052000_23302,,,,,work,home,drt,2,1900-01-01 15:12:04,1900-01-01 15:12:04,0:00:00
2298,12052000_12052000_23308,12052000_12052000_23308,,,,work,home,work,drt,1,1900-01-01 07:21:20,1900-01-01 07:21:20,0:00:00
2299,12052000_12052000_23308,12052000_12052000_23308,,,,,work,home,drt,2,1900-01-01 15:03:00,1900-01-01 15:03:00,0:00:00
2300,12052000_12052000_23311,12052000_12052000_23311,,,,work,home,work,drt,1,1900-01-01 07:14:45,1900-01-01 07:14:45,0:00:00
2301,12052000_12052000_23311,12052000_12052000_23311,,,,,work,home,drt,2,1900-01-01 16:15:16,1900-01-01 16:15:16,0:00:00
2302,12052000_12052000_23348,12052000_12052000_23348,,,,work,home,work,drt,1,1900-01-01 06:23:26,1900-01-01 06:23:26,0:00:00
2303,12052000_12052000_23348,12052000_12052000_23348,,,,home,work,home,drt,2,1900-01-01 14:52:49,1900-01-01 14:52:49,0:00:00
2304,12052000_12052000_23348,12052000_12052000_23348,,,,work,home,work,drt,3,1900-01-01 17:07:09,1900-01-01 17:27:22,0:20:13
2305,12052000_12052000_23348,12052000_12052000_23348,,,,,work,home,drt,4,1900-01-01 18:22:16,1900-01-01 18:22:16,0:00:00
2306,12052000_12052000_23368,12052000_12052000_23368,,,,work,home,work,drt,1,1900-01-01 06:34:27,1900-01-01 06:34:27,0:00:00
2307,12052000_12052000_23368,12052000_12052000_23368,,,,,work,home,drt,2,1900-01-01 15:02:32,1900-01-01 15:02:32,0:00:00
2308,12052000_12052000_23369,12052000_12052000_23369,,,,work,home,work,drt,1,1900-01-01 07:20:20,1900-01-01 07:20:20,0:00:00
2309,12052000_12052000_23369,12052000_12052000_23369,,,,,work,home,drt,2,1900-01-01 15:39:17,1900-01-01 15:39:17,0:00:00
2310,12052000_12052000_23382,12052000_12052000_23382,,,,work,home,work,drt,1,1900-01-01 08:13:34,1900-01-01 08:13:34,0:00:00
2311,12052000_12052000_23382,12052000_12052000_23382,,,,,work,home,drt,2,1900-01-01 16:15:11,1900-01-01 16:15:11,0:00:00
2312,12052000_12052000_23387,12052000_12052000_23387,,,,work,home,work,drt,1,1900-01-01 07:08:06,1900-01-01 07:12:30,0:04:24
2313,12052000_12052000_23387,12052000_12052000_23387,,,,work,work,work,drt,2,1900-01-01 07:33:25,1900-01-01 07:33:25,0:00:00
2314,12052000_12052000_23387,12052000_12052000_23387,,,,work,work,work,drt,3,1900-01-01 15:33:02,1900-01-01 15:33:02,0:00:00
2315,12052000_12052000_23387,12052000_12052000_23387,,,,,work,home,drt,4,1900-01-01 15:57:54,1900-01-01 16:02:18,0:04:24
2316,12052000_12052000_23388,12052000_12052000_23388,,,,work,home,work,drt,1,1900-01-01 06:26:57,1900-01-01 06:26:57,0:00:00
2317,12052000_12052000_23388,12052000_12052000_23388,,,,,work,home,drt,2,1900-01-01 14:21:13,1900-01-01 14:21:13,0:00:00
2318,12052000_12052000_23389,12052000_12052000_23389,,,,work,home,work,drt,1,1900-01-01 06:47:08,1900-01-01 06:47:08,0:00:00
2319,12052000_12052000_23389,12052000_12052000_23389,,,,,work,home,drt,2,1900-01-01 14:53:28,1900-01-01 14:53:28,0:00:00
2320,12052000_12052000_23391,12052000_12052000_23391,,,,work,home,work,drt,1,1900-01-01 06:45:52,1900-01-01 06:45:52,0:00:00
2321,12052000_12052000_23391,12052000_12052000_23391,,,,home,work,home,drt,2,1900-01-01 15:07:51,1900-01-01 15:07:51,0:00:00
2322,12052000_12052000_23391,12052000_12052000_23391,,,,work,home,work,drt,3,1900-01-01 16:17:06,1900-01-01 16:17:06,0:00:00
2323,12052000_12052000_23391,12052000_12052000_23391,,,,,work,home,drt,4,1900-01-01 18:10:14,1900-01-01 18:50:48,0:40:34
2324,12052000_12052000_23394,12052000_12052000_23394,,,,work,home,work,drt,1,1900-01-01 06:14:09,1900-01-01 06:14:09,0:00:00
2325,12052000_12052000_23394,12052000_12052000_23394,,,,,work,home,drt,2,1900-01-01 14:20:52,1900-01-01 14:20:52,0:00:00
2326,12052000_12052000_23410,12052000_12052000_23410,,,,work,home,work,drt,1,1900-01-01 07:43:12,1900-01-01 07:43:12,0:00:00
2327,12052000_12052000_23410,12052000_12052000_23410,,,,,work,home,drt,2,1900-01-01 16:23:05,1900-01-01 16:23:05,0:00:00
2328,12052000_12052000_23411,12052000_12052000_23411,,,,work,home,work,drt,1,1900-01-01 07:06:57,1900-01-01 07:06:57,0:00:00
2329,12052000_12052000_23411,12052000_12052000_23411,,,,,work,home,drt,2,1900-01-01 15:33:38,1900-01-01 15:33:38,0:00:00
2330,12052000_12052000_23417,12052000_12052000_23417,,,,work,home,work,drt,1,1900-01-01 08:28:45,1900-01-01 08:28:45,0:00:00
2331,12052000_12052000_23417,12052000_12052000_23417,,,,,work,home,drt,2,1900-01-01 15:41:24,1900-01-01 15:41:24,0:00:00
2332,12052000_12052000_23426,12052000_12052000_23426,,,,work,home,work,drt,1,1900-01-01 06:46:27,1900-01-01 06:46:27,0:00:00
2333,12052000_12052000_23426,12052000_12052000_23426,,,,,work,home,drt,2,1900-01-01 16:25:29,1900-01-01 16:25:29,0:00:00
2334,12052000_12052000_2344,12052000_12052000_2344,,,,work,home,work,drt,1,1900-01-01 07:35:06,1900-01-01 07:35:06,0:00:00
2335,12052000_12052000_2344,12052000_12052000_2344,,,,work,work,work,drt,2,1900-01-01 07:10:12,1900-01-01 07:10:12,0:00:00
2336,12052000_12052000_2344,12052000_12052000_2344,,,,work,work,work,drt,3,1900-01-01 15:06:13,1900-01-01 15:06:13,0:00:00
2337,12052000_12052000_2344,12052000_12052000_2344,,,,,work,home,drt,4,1900-01-01 15:27:23,1900-01-01 15:27:23,0:00:00
2338,12052000_12052000_2345,12052000_12052000_2345,,,,work,home,work,drt,1,1900-01-01 08:13:11,1900-01-01 08:13:11,0:00:00
2339,12052000_12052000_2345,12052000_12052000_2345,,,,,work,home,drt,2,1900-01-01 16:42:45,1900-01-01 16:42:45,0:00:00
2340,12052000_12052000_23462,12052000_12052000_23462,,,,work,home,work,drt,1,1900-01-01 07:21:03,1900-01-01 07:21:03,0:00:00
2341,12052000_12052000_23462,12052000_12052000_23462,,,,,work,home,drt,2,1900-01-01 14:53:10,1900-01-01 14:53:10,0:00:00
2342,12052000_12052000_23470,12052000_12052000_23470,,,,work,home,work,drt,1,1900-01-01 07:52:23,1900-01-01 07:52:23,0:00:00
2343,12052000_12052000_23470,12052000_12052000_23470,,,,home,work,home,drt,2,1900-01-01 15:40:08,1900-01-01 15:40:08,0:00:00
2344,12052000_12052000_23470,12052000_12052000_23470,,,,work,home,work,drt,3,1900-01-01 17:05:13,1900-01-01 17:05:13,0:00:00
2345,12052000_12052000_23470,12052000_12052000_23470,,,,,work,home,drt,4,1900-01-01 18:17:56,1900-01-01 18:17:56,0:00:00
2346,12052000_12052000_23472,12052000_12052000_23472,,,,work,home,work,drt,1,1900-01-01 07:07:56,1900-01-01 07:07:56,0:00:00
2347,12052000_12052000_23472,12052000_12052000_23472,,,,,work,home,drt,2,1900-01-01 15:36:57,1900-01-01 15:36:57,0:00:00
2348,12052000_12052000_23480,12052000_12052000_23480,,,,work,home,work,drt,1,1900-01-01 07:12:51,1900-01-01 07:12:51,0:00:00
2349,12052000_12052000_23480,12052000_12052000_23480,,,,,work,home,drt,2,1900-01-01 16:30:31,1900-01-01 16:30:31,0:00:00
2350,12052000_12052000_23506,12052000_12052000_23506,,,,work,home,work,drt,1,1900-01-01 06:34:45,1900-01-01 06:34:45,0:00:00
2351,12052000_12052000_23506,12052000_12052000_23506,,,,,work,home,drt,2,1900-01-01 14:49:46,1900-01-01 14:49:46,0:00:00
2352,12052000_12052000_2351,12052000_12052000_2351,,,,work,home,work,drt,1,1900-01-01 07:41:57,1900-01-01 07:41:57,0:00:00
